"id","created_at","updated_at","earning_type","level","percentage","amount_usdt","status","is_grace_period","recipient_was_active","compression_applied","original_level","buyer_id","purchase_id","recipient_id","shares_count","distribution_id"
3498,2025-12-02 01:08:52.819 +0300,2025-12-02 01:08:52.819 +0300,NETWORK,2,5.00,0.250000,WITHDRAWN,true,true,false,2,10,467,6,,
3513,2025-12-02 01:29:22.837 +0300,2025-12-02 01:29:22.837 +0300,NETWORK,1,10.00,25.000000,WITHDRAWN,true,true,false,1,751,469,69,,
3467,2025-12-02 01:04:28.079 +0300,2025-12-02 01:04:28.079 +0300,NETWORK,3,2.00,20.000000,WITHDRAWN,true,true,false,3,1419,462,243,,
3468,2025-12-02 01:04:28.080 +0300,2025-12-02 01:04:28.080 +0300,NETWORK,4,2.00,20.000000,WITHDRAWN,true,true,false,4,1419,462,244,,
3483,2025-12-02 01:04:28.426 +0300,2025-12-02 01:04:28.426 +0300,NETWORK,3,2.00,20.000000,WITHDRAWN,true,true,false,3,1588,464,23,,
3475,2025-12-02 01:04:28.261 +0300,2025-12-02 01:04:28.261 +0300,NETWORK,3,2.00,5.000000,WITHDRAWN,true,true,false,3,1588,463,23,,
850,2025-11-26 12:48:48.737 +0300,2025-11-26 12:48:48.737 +0300,NETWORK,2,5.00,50.000000,WITHDRAWN,true,true,false,2,1287,122,30,,
965,2025-11-26 18:41:49.173 +0300,2025-11-26 18:41:49.173 +0300,NETWORK,5,2.00,5.000000,WITHDRAWN,true,true,false,5,185,136,30,,
467,2025-11-25 16:21:00.025 +0300,2025-11-25 16:21:00.025 +0300,NETWORK,3,2.00,5.000000,WITHDRAWN,true,true,false,3,852,69,30,,
3428,2025-12-02 00:37:25.710 +0300,2025-12-02 00:37:25.710 +0300,NETWORK,4,2.00,100.000000,WITHDRAWN,true,true,false,4,851,457,30,,
611,2025-11-26 02:24:00.023 +0300,2025-11-26 02:24:00.023 +0300,NETWORK,3,2.00,5.000000,WITHDRAWN,true,true,false,3,187,92,30,,
995,2025-11-26 20:38:19.323 +0300,2025-11-26 20:38:19.323 +0300,NETWORK,3,2.00,5.000000,WITHDRAWN,true,true,false,3,1343,140,30,,
1635,2025-11-28 17:26:16.885 +0300,2025-11-28 17:26:16.885 +0300,NETWORK,3,2.00,5.000000,WITHDRAWN,true,true,false,3,272,220,30,,
47,2025-11-24 17:04:00.027 +0300,2025-11-24 17:04:00.027 +0300,NETWORK,7,2.00,20.000000,WITHDRAWN,true,true,false,7,183,6,30,,
3285,2025-12-01 21:43:23.890 +0300,2025-12-01 21:43:23.890 +0300,NETWORK,5,2.00,20.000000,WITHDRAWN,true,true,false,5,2185,439,30,,
201,2025-11-24 20:10:00.080 +0300,2025-11-24 20:10:00.080 +0300,NETWORK,1,10.00,100.000000,WITHDRAWN,true,true,false,1,29,27,30,,
2070,2025-11-29 20:00:20.273 +0300,2025-11-29 20:00:20.273 +0300,NETWORK,6,2.00,20.000000,WITHDRAWN,true,true,false,6,1498,287,30,,
